frame_idx,level,count,gpu_mem_mb
24620,P4,39,610
24621,P5,1,13
24622,P3,3,31
24623,P4,40,650
24624,P5,1,14
24625,P3,2,33
24626,P4,39,689
24627,P5,0,14
24628,P3,1,34
24629,P4,40,729
24630,P5,2,16
24631,P3,1,35
24632,P4,38,767
24633,P5,0,16
24634,P3,0,35
24635,P4,40,807
24636,P5,3,19
24637,P3,2,37
24638,P4,36,843
24639,P5,1,20
24640,P3,3,40
24641,P4,38,881
24642,P5,2,22
24643,P3,1,41
24644,P4,45,926
24645,P5,0,22
24646,P3,3,44
24647,P4,37,963
24648,P5,1,23
24649,P3,0,44
24650,P4,44,1007
24651,P5,1,24
24652,P3,0,0
24653,P4,0,0
24654,P5,0,0
24655,P3,1,1
24656,P4,3,3
24657,P5,24,24
24658,P3,0,1
24659,P4,1,4
24660,P5,31,55
24661,P3,0,1
24662,P4,4,8
24663,P5,39,94
24664,P3,0,1
24665,P4,2,10
24666,P5,44,138
24667,P3,0,1
24668,P4,4,14
24669,P5,39,177
24670,P3,0,1
24671,P4,1,15
24672,P5,41,218
24673,P3,0,1
24674,P4,0,15
24675,P5,29,247
24676,P3,1,2
24677,P4,0,15
24678,P5,42,289
24679,P3,0,2
24680,P4,0,15
24681,P5,30,319
24682,P3,0,2
24683,P4,0,15
24684,P5,40,359
24685,P3,0,2
24686,P4,1,16
24687,P5,45,404
24688,P3,0,2
24689,P4,0,16
24690,P5,40,444
24691,P3,0,2
24692,P4,1,17
24693,P5,36,480
24694,P3,0,2
24695,P4,1,18
24696,P5,32,512
24697,P3,0,2
24698,P4,3,21
24699,P5,37,549
24700,P3,0,2
24701,P4,3,24
24702,P5,37,586
24703,P3,0,2
24704,P4,0,24
24705,P5,31,617
24706,P3,0,2
24707,P4,1,25
24708,P5,45,662
24709,P3,0,2
24710,P4,4,29
24711,P5,37,699
24712,P3,0,2
24713,P4,4,33
24714,P5,38,737
24715,P3,2,4
24716,P4,2,35
24717,P5,34,771
24718,P3,0,4
24719,P4,3,38
24720,P5,41,812
24721,P3,0,4
24722,P4,2,40
24723,P5,42,854
24724,P3,1,5
24725,P4,0,40
24726,P5,30,884
24727,P3,0,5
24728,P4,3,43
24729,P5,38,922
24730,P3,0,5
24731,P4,1,44
24732,P5,38,960
24733,P3,0,5
24734,P4,0,44
24735,P5,35,995
24736,P3,0,5
24737,P4,4,48
24738,P5,25,1020
24739,P3,0,5
24740,P4,1,49
24741,P5,30,1050
24742,P3,0,5
24743,P4,3,52
24744,P5,36,1086
24745,P3,2,7
24746,P4,1,53
24747,P5,40,1126
24748,P3,0,0
24749,P4,0,0
24750,P5,0,0
24751,P3,7,7
24752,P4,28,28
24753,P5,0,0
24754,P3,0,0
24755,P4,0,0
24756,P5,0,0
24757,P3,2,2
24758,P4,1,1
24759,P5,12,12
24760,P3,2,4
24761,P4,0,1
24762,P5,23,35
24763,P3,1,5
24764,P4,1,2
24765,P5,23,58
24766,P3,2,7
24767,P4,0,2
24768,P5,23,81
24769,P3,0,7
24770,P4,5,7
24771,P5,12,93
24772,P3,2,9
24773,P4,4,11
24774,P5,21,114
24775,P3,4,13
24776,P4,1,12
24777,P5,25,139
24778,P3,2,15
24779,P4,0,12
24780,P5,25,164
24781,P3,1,16
24782,P4,0,12
24783,P5,24,188
24784,P3,3,19
24785,P4,2,14
24786,P5,24,212
24787,P3,3,22
24788,P4,2,16
24789,P5,32,244
24790,P3,0,22
24791,P4,3,19
24792,P5,21,265
24793,P3,0,0
24794,P4,0,0
24795,P5,0,0
24796,P3,3,3
24797,P4,44,44
24798,P5,9,9
24799,P3,5,8
24800,P4,41,85
24801,P5,8,17
24802,P3,6,14
24803,P4,42,127
24804,P5,5,22
24805,P3,5,19
24806,P4,42,169
24807,P5,5,27
24808,P3,12,31
24809,P4,38,207
24810,P5,11,38
24811,P3,1,32
24812,P4,39,246
24813,P5,8,46
24814,P3,7,39
24815,P4,39,285
24816,P5,14,60
24817,P3,7,46
24818,P4,46,331
24819,P5,10,70
24820,P3,9,55
24821,P4,45,376
24822,P5,13,83
24823,P3,7,62
24824,P4,46,422
24825,P5,19,102
24826,P3,2,64
24827,P4,47,469
24828,P5,8,110
24829,P3,5,69
24830,P4,44,513
24831,P5,3,113
24832,P3,5,74
24833,P4,47,560
24834,P5,4,117
24835,P3,4,78
24836,P4,49,609
24837,P5,7,124
24838,P3,9,87
24839,P4,41,650
24840,P5,7,131
24841,P3,6,93
24842,P4,48,698
24843,P5,10,141
24844,P3,7,100
24845,P4,40,738
24846,P5,9,150
24847,P3,3,103
24848,P4,45,783
24849,P5,10,160
24850,P3,0,0
24851,P4,0,0
24852,P5,0,0
24853,P3,16,16
24854,P4,0,0
24855,P5,22,22
24856,P3,24,40
24857,P4,0,0
24858,P5,25,47
24859,P3,25,65
24860,P4,0,0
24861,P5,21,68
24862,P3,29,94
24863,P4,0,0
24864,P5,21,89
24865,P3,24,118
24866,P4,0,0
24867,P5,23,112
24868,P3,24,142
24869,P4,0,0
24870,P5,23,135
24871,P3,23,165
24872,P4,0,0
24873,P5,23,158
24874,P3,25,190
24875,P4,0,0
24876,P5,19,177
24877,P3,24,214
24878,P4,0,0
24879,P5,18,195
24880,P3,26,240
24881,P4,0,0
24882,P5,19,214
24883,P3,25,265
24884,P4,0,0
24885,P5,19,233
24886,P3,26,291
24887,P4,0,0
24888,P5,23,256
24889,P3,28,319
24890,P4,0,0
24891,P5,17,273
24892,P3,27,346
24893,P4,0,0
24894,P5,21,294
24895,P3,23,369
24896,P4,0,0
24897,P5,21,315
24898,P3,24,393
24899,P4,0,0
24900,P5,22,337
24901,P3,28,421
24902,P4,0,0
24903,P5,25,362
24904,P3,23,444
24905,P4,0,0
24906,P5,18,380
24907,P3,28,472
24908,P4,0,0
24909,P5,20,400
24910,P3,23,495
24911,P4,0,0
24912,P5,25,425
24913,P3,20,515
24914,P4,0,0
24915,P5,25,450
24916,P3,26,541
24917,P4,0,0
24918,P5,20,470
24919,P3,26,567
24920,P4,0,0
24921,P5,20,490
24922,P3,0,0
24923,P4,0,0
24924,P5,0,0
24925,P3,1,1
24926,P4,50,50
24927,P5,3,3
24928,P3,0,1
24929,P4,43,93
24930,P5,1,4
24931,P3,0,1
24932,P4,39,132
24933,P5,0,4
24934,P3,1,2
24935,P4,31,163
24936,P5,1,5
24937,P3,0,2
24938,P4,32,195
24939,P5,1,6
24940,P3,0,0
24941,P4,0,0
24942,P5,0,0
24943,P3,111,111
24944,P4,95,95
24945,P5,3,3
24946,P3,130,241
24947,P4,144,239
24948,P5,1,4
24949,P3,136,377
24950,P4,131,370
24951,P5,1,5
24952,P3,0,0
24953,P4,0,0
24954,P5,0,0
24955,P3,5,5
24956,P4,1,1
24957,P5,7,7
24958,P3,7,12
24959,P4,0,1
24960,P5,10,17
24961,P3,14,26
24962,P4,4,5
24963,P5,9,26
24964,P3,4,30
24965,P4,1,6
24966,P5,15,41
24967,P3,5,35
24968,P4,1,7
24969,P5,12,53
24970,P3,8,43
24971,P4,1,8
24972,P5,8,61
24973,P3,7,50
24974,P4,2,10
24975,P5,12,73
24976,P3,0,0
24977,P4,0,0
24978,P5,0,0
24979,P3,0,0
24980,P4,21,21
24981,P5,13,13
24982,P3,4,4
24983,P4,29,50
24984,P5,13,26
24985,P3,3,7
24986,P4,22,72
24987,P5,12,38
24988,P3,3,10
24989,P4,19,91
24990,P5,7,45
24991,P3,5,15
24992,P4,26,117
24993,P5,4,49
24994,P3,1,16
24995,P4,16,133
24996,P5,10,59
24997,P3,3,19
24998,P4,21,154
24999,P5,15,74
25000,P3,5,24
25001,P4,19,173
25002,P5,13,87
25003,P3,0,0
25004,P4,0,0
25005,P5,0,0
25006,P3,0,0
25007,P4,43,43
25008,P5,19,19
25009,P3,0,0
25010,P4,39,82
25011,P5,15,34
25012,P3,0,0
25013,P4,41,123
25014,P5,19,53
25015,P3,0,0
25016,P4,41,164
25017,P5,17,70
25018,P3,0,0
25019,P4,46,210
25020,P5,19,89
25021,P3,0,0
25022,P4,0,0
25023,P5,0,0
25024,P3,1,1
25025,P4,16,16
25026,P5,0,0
25027,P3,0,1
25028,P4,16,32
25029,P5,0,0
25030,P3,0,1
25031,P4,16,48
25032,P5,0,0
25033,P3,1,2
25034,P4,16,64
25035,P5,0,0
25036,P3,0,2
25037,P4,16,80
25038,P5,0,0
25039,P3,0,0
25040,P4,0,0
25041,P5,0,0
25042,P3,0,0
25043,P4,18,18
25044,P5,8,8
25045,P3,0,0
25046,P4,16,34
25047,P5,15,23
25048,P3,1,1
25049,P4,21,55
25050,P5,18,41
25051,P3,0,1
25052,P4,13,68
25053,P5,11,52
25054,P3,0,1
25055,P4,14,82
25056,P5,15,67
25057,P3,1,2
25058,P4,13,95
25059,P5,15,82
25060,P3,0,2
25061,P4,16,111
25062,P5,14,96
25063,P3,0,2
25064,P4,14,125
25065,P5,16,112
25066,P3,0,2
25067,P4,17,142
25068,P5,11,123
25069,P3,0,2
25070,P4,15,157
25071,P5,15,138
25072,P3,1,3
25073,P4,12,169
25074,P5,10,148
25075,P3,0,3
25076,P4,14,183
25077,P5,12,160
25078,P3,2,5
25079,P4,19,202
25080,P5,11,171
25081,P3,0,5
25082,P4,9,211
25083,P5,11,182
25084,P3,0,5
25085,P4,15,226
25086,P5,11,193
25087,P3,3,8
25088,P4,18,244
25089,P5,12,205
25090,P3,0,8
25091,P4,11,255
25092,P5,16,221
25093,P3,0,8
25094,P4,16,271
25095,P5,14,235
25096,P3,0,8
25097,P4,15,286
25098,P5,7,242
25099,P3,0,8
25100,P4,20,306
25101,P5,11,253
25102,P3,0,8
25103,P4,15,321
25104,P5,15,268
25105,P3,0,8
25106,P4,14,335
25107,P5,11,279
25108,P3,1,9
25109,P4,19,354
25110,P5,12,291
25111,P3,0,9
25112,P4,24,378
25113,P5,8,299
25114,P3,0,9
25115,P4,13,391
25116,P5,14,313
25117,P3,0,9
25118,P4,16,407
25119,P5,12,325
25120,P3,0,9
25121,P4,14,421
25122,P5,13,338
25123,P3,2,11
25124,P4,13,434
25125,P5,14,352
25126,P3,0,11
25127,P4,15,449
25128,P5,11,363
25129,P3,0,11
25130,P4,12,461
25131,P5,13,376
25132,P3,0,11
25133,P4,12,473
25134,P5,12,388
25135,P3,0,11
25136,P4,14,487
25137,P5,16,404
25138,P3,0,11
25139,P4,17,504
25140,P5,5,409
25141,P3,0,11
25142,P4,18,522
25143,P5,5,414
25144,P3,0,11
25145,P4,12,534
25146,P5,14,428
25147,P3,0,0
25148,P4,0,0
25149,P5,0,0
25150,P3,0,0
25151,P4,9,9
25152,P5,7,7
25153,P3,0,0
25154,P4,7,16
25155,P5,10,17
25156,P3,0,0
25157,P4,16,32
25158,P5,13,30
25159,P3,0,0
25160,P4,20,52
25161,P5,13,43
25162,P3,0,0
25163,P4,12,64
25164,P5,5,48
25165,P3,0,0
25166,P4,12,76
25167,P5,13,61
25168,P3,0,0
25169,P4,8,84
25170,P5,17,78
25171,P3,0,0
25172,P4,12,96
25173,P5,13,91
25174,P3,0,0
25175,P4,10,106
25176,P5,11,102
25177,P3,0,0
25178,P4,15,121
25179,P5,10,112
25180,P3,0,0
25181,P4,15,136
25182,P5,1,113
25183,P3,0,0
25184,P4,10,146
25185,P5,13,126
25186,P3,0,0
25187,P4,5,151
25188,P5,11,137
25189,P3,0,0
25190,P4,12,163
25191,P5,5,142
25192,P3,0,0
25193,P4,7,170
25194,P5,8,150
25195,P3,0,0
25196,P4,0,0
25197,P5,0,0
25198,P3,0,0
25199,P4,0,0
25200,P5,16,16
25201,P3,0,0
25202,P4,0,0
25203,P5,16,32
25204,P3,0,0
25205,P4,0,0
25206,P5,16,48
25207,P3,0,0
25208,P4,0,0
25209,P5,16,64
25210,P3,0,0
25211,P4,0,0
25212,P5,16,80
25213,P3,0,0
25214,P4,0,0
25215,P5,16,96
25216,P3,0,0
25217,P4,0,0
25218,P5,0,0
25219,P3,18,18
25220,P4,0,0
25221,P5,15,15
25222,P3,21,39
25223,P4,0,0
25224,P5,12,27
25225,P3,31,70
25226,P4,1,1
25227,P5,12,39
25228,P3,0,0
25229,P4,0,0
25230,P5,0,0
25231,P3,58,58
25232,P4,0,0
25233,P5,54,54
25234,P3,84,142
25235,P4,1,1
25236,P5,51,105
25237,P3,88,230
25238,P4,0,1
25239,P5,52,157
25240,P3,89,319
25241,P4,0,1
25242,P5,59,216
25243,P3,82,401
25244,P4,0,1
25245,P5,56,272
25246,P3,74,475
25247,P4,0,1
25248,P5,58,330
25249,P3,85,560
25250,P4,1,2
25251,P5,50,380
25252,P3,97,657
25253,P4,0,2
25254,P5,52,432
25255,P3,95,752
25256,P4,4,6
25257,P5,50,482
25258,P3,90,842
25259,P4,1,7
25260,P5,55,537
25261,P3,81,923
25262,P4,1,8
25263,P5,56,593
25264,P3,85,1008
25265,P4,0,8
25266,P5,59,652
25267,P3,0,0
25268,P4,0,0
25269,P5,0,0
25270,P3,33,33
25271,P4,2,2
25272,P5,5,5
25273,P3,35,68
25274,P4,6,8
25275,P5,22,27
25276,P3,40,108
25277,P4,9,17
25278,P5,14,41
25279,P3,34,142
25280,P4,8,25
25281,P5,13,54
25282,P3,45,187
25283,P4,8,33
25284,P5,25,79
25285,P3,44,231
25286,P4,5,38
25287,P5,10,89
25288,P3,40,271
25289,P4,10,48
25290,P5,15,104
25291,P3,37,308
25292,P4,6,54
25293,P5,10,114
25294,P3,52,360
25295,P4,2,56
25296,P5,8,122
25297,P3,40,400
25298,P4,5,61
25299,P5,19,141
25300,P3,53,453
25301,P4,3,64
25302,P5,15,156
25303,P3,41,494
25304,P4,9,73
25305,P5,11,167
25306,P3,48,542
25307,P4,5,78
25308,P5,8,175
25309,P3,43,585
25310,P4,8,86
25311,P5,19,194
25312,P3,32,617
25313,P4,7,93
25314,P5,11,205
25315,P3,38,655
25316,P4,4,97
25317,P5,18,223
25318,P3,37,692
25319,P4,6,103
25320,P5,11,234
25321,P3,44,736
25322,P4,10,113
25323,P5,9,243
25324,P3,35,771
25325,P4,8,121
25326,P5,12,255
25327,P3,41,812
25328,P4,5,126
25329,P5,10,265
25330,P3,46,858
25331,P4,4,130
25332,P5,13,278
25333,P3,43,901
25334,P4,4,134
25335,P5,19,297
25336,P3,26,927
25337,P4,7,141
25338,P5,6,303
25339,P3,39,966
25340,P4,5,146
25341,P5,8,311
25342,P3,50,1016
25343,P4,5,151
25344,P5,8,319
25345,P3,31,1047
25346,P4,3,154
25347,P5,12,331
25348,P3,30,1077
25349,P4,7,161
25350,P5,9,340
25351,P3,39,1116
25352,P4,4,165
25353,P5,12,352
25354,P3,38,1154
25355,P4,10,175
25356,P5,20,372
25357,P3,35,1189
25358,P4,3,178
25359,P5,11,383
25360,P3,40,1229
25361,P4,2,180
25362,P5,17,400
25363,P3,45,1274
25364,P4,6,186
25365,P5,10,410
25366,P3,51,1325
25367,P4,3,189
25368,P5,9,419
25369,P3,36,1361
25370,P4,8,197
25371,P5,17,436
25372,P3,34,1395
25373,P4,10,207
25374,P5,11,447
25375,P3,43,1438
25376,P4,8,215
25377,P5,17,464
25378,P3,38,1476
25379,P4,3,218
25380,P5,16,480
25381,P3,37,1513
25382,P4,9,227
25383,P5,11,491
25384,P3,29,1542
25385,P4,9,236
25386,P5,13,504
25387,P3,37,1579
25388,P4,12,248
25389,P5,8,512
25390,P3,45,1624
25391,P4,6,254
25392,P5,11,523
25393,P3,41,1665
25394,P4,9,263
25395,P5,21,544
25396,P3,47,1712
25397,P4,13,276
25398,P5,17,561
25399,P3,46,1758
25400,P4,5,281
25401,P5,8,569
25402,P3,39,1797
25403,P4,4,285
25404,P5,13,582
25405,P3,46,1843
25406,P4,8,293
25407,P5,13,595
25408,P3,39,1882
25409,P4,3,296
25410,P5,12,607
25411,P3,42,1924
25412,P4,12,308
25413,P5,7,614
25414,P3,39,1963
25415,P4,6,314
25416,P5,14,628
25417,P3,45,2008
25418,P4,6,320
25419,P5,11,639
25420,P3,45,2053
25421,P4,6,326
25422,P5,14,653
25423,P3,29,2082
25424,P4,3,329
25425,P5,18,671
25426,P3,35,2117
25427,P4,5,334
25428,P5,19,690
25429,P3,31,2148
25430,P4,9,343
25431,P5,13,703
25432,P3,0,0
25433,P4,0,0
25434,P5,0,0
25435,P3,7,7
25436,P4,7,7
25437,P5,9,9
25438,P3,21,28
25439,P4,6,13
25440,P5,16,25
25441,P3,16,44
25442,P4,7,20
25443,P5,13,38
25444,P3,28,72
25445,P4,9,29
25446,P5,11,49
25447,P3,29,101
25448,P4,4,33
25449,P5,19,68
25450,P3,12,113
25451,P4,4,37
25452,P5,19,87
25453,P3,24,137
25454,P4,5,42
25455,P5,6,93
25456,P3,27,164
25457,P4,5,47
25458,P5,16,109
25459,P3,29,193
25460,P4,5,52
25461,P5,12,121
25462,P3,24,217
25463,P4,6,58
25464,P5,12,133
25465,P3,13,230
25466,P4,4,62
25467,P5,6,139
25468,P3,25,255
25469,P4,6,68
25470,P5,16,155
25471,P3,31,286
25472,P4,11,79
25473,P5,11,166
25474,P3,26,312
25475,P4,9,88
25476,P5,13,179
25477,P3,17,329
25478,P4,7,95
25479,P5,10,189
25480,P3,17,346
25481,P4,4,99
25482,P5,13,202
25483,P3,28,374
25484,P4,6,105
25485,P5,8,210
25486,P3,18,392
25487,P4,5,110
25488,P5,12,222
25489,P3,27,419
25490,P4,13,123
25491,P5,12,234
25492,P3,24,443
25493,P4,11,134
25494,P5,16,250
25495,P3,25,468
25496,P4,15,149
25497,P5,9,259
25498,P3,30,498
25499,P4,12,161
25500,P5,16,275
25501,P3,15,513
25502,P4,4,165
25503,P5,16,291
25504,P3,16,529
25505,P4,6,171
25506,P5,15,306
25507,P3,33,562
25508,P4,7,178
25509,P5,11,317
25510,P3,29,591
25511,P4,6,184
25512,P5,12,329
25513,P3,24,615
25514,P4,12,196
25515,P5,16,345
25516,P3,24,639
25517,P4,6,202
25518,P5,12,357
25519,P3,16,655
25520,P4,10,212
25521,P5,15,372
25522,P3,22,677
25523,P4,9,221
25524,P5,16,388
25525,P3,17,694
25526,P4,3,224
25527,P5,11,399
25528,P3,23,717
25529,P4,9,233
25530,P5,13,412
25531,P3,23,740
25532,P4,6,239
25533,P5,15,427
25534,P3,14,754
25535,P4,3,242
25536,P5,21,448
25537,P3,17,771
25538,P4,7,249
25539,P5,11,459
25540,P3,29,800
25541,P4,4,253
25542,P5,9,468
25543,P3,26,826
25544,P4,9,262
25545,P5,19,487
25546,P3,20,846
25547,P4,9,271
25548,P5,18,505
25549,P3,17,863
25550,P4,9,280
25551,P5,13,518
25552,P3,34,897
25553,P4,13,293
25554,P5,21,539
25555,P3,19,916
25556,P4,9,302
25557,P5,13,552
25558,P3,23,939
25559,P4,9,311
25560,P5,13,565
25561,P3,22,961
25562,P4,5,316
25563,P5,15,580
25564,P3,18,979
25565,P4,5,321
25566,P5,10,590
25567,P3,27,1006
25568,P4,13,334
25569,P5,13,603
25570,P3,26,1032
25571,P4,8,342
25572,P5,13,616
25573,P3,32,1064
25574,P4,9,351
25575,P5,9,625
25576,P3,22,1086
25577,P4,9,360
25578,P5,17,642
25579,P3,16,1102
25580,P4,6,366
25581,P5,11,653
25582,P3,22,1124
25583,P4,5,371
25584,P5,12,665
25585,P3,27,1151
25586,P4,6,377
25587,P5,6,671
25588,P3,31,1182
25589,P4,8,385
25590,P5,15,686
25591,P3,29,1211
25592,P4,9,394
25593,P5,9,695
25594,P3,27,1238
25595,P4,12,406
25596,P5,14,709
25597,P3,0,0
25598,P4,0,0
25599,P5,0,0
25600,P3,0,0
25601,P4,0,0
25602,P5,16,16
25603,P3,0,0
25604,P4,0,0
25605,P5,16,32
25606,P3,0,0
25607,P4,0,0
25608,P5,16,48
25609,P3,0,0
25610,P4,0,0
25611,P5,16,64
25612,P3,0,0
25613,P4,0,0
25614,P5,16,80
25615,P3,0,0
25616,P4,0,0
25617,P5,16,96
25618,P3,0,0
25619,P4,0,0
25620,P5,16,112
25621,P3,0,0
25622,P4,0,0
25623,P5,16,128
25624,P3,0,0
25625,P4,0,0
25626,P5,16,144
25627,P3,0,0
25628,P4,0,0
25629,P5,16,160
25630,P3,0,0
25631,P4,0,0
25632,P5,16,176
25633,P3,0,0
25634,P4,0,0
25635,P5,16,192
25636,P3,0,0
25637,P4,0,0
25638,P5,16,208
25639,P3,0,0
25640,P4,0,0
25641,P5,0,0
25642,P3,2,2
25643,P4,16,16
25644,P5,0,0
25645,P3,2,4
25646,P4,16,32
25647,P5,0,0
25648,P3,2,6
25649,P4,16,48
25650,P5,0,0
25651,P3,4,10
25652,P4,16,64
25653,P5,0,0
25654,P3,2,12
25655,P4,16,80
25656,P5,0,0
25657,P3,5,17
25658,P4,18,98
25659,P5,0,0
25660,P3,2,19
25661,P4,16,114
25662,P5,0,0
25663,P3,4,23
25664,P4,16,130
25665,P5,0,0
25666,P3,0,0
25667,P4,0,0
25668,P5,0,0
25669,P3,2,2
25670,P4,16,16
25671,P5,31,31
25672,P3,1,3
25673,P4,16,32
25674,P5,42,73
25675,P3,2,5
25676,P4,13,45
25677,P5,33,106
25678,P3,5,10
25679,P4,7,52
25680,P5,35,141
25681,P3,2,12
25682,P4,20,72
25683,P5,34,175
25684,P3,10,22
25685,P4,14,86
25686,P5,37,212
25687,P3,5,27
25688,P4,13,99
25689,P5,37,249
25690,P3,1,28
25691,P4,16,115
25692,P5,31,280
25693,P3,8,36
25694,P4,15,130
25695,P5,36,316
25696,P3,1,37
25697,P4,26,156
25698,P5,26,342
25699,P3,1,38
25700,P4,17,173
25701,P5,29,371
25702,P3,0,0
25703,P4,0,0
25704,P5,0,0
25705,P3,0,0
25706,P4,44,44
25707,P5,4,4
25708,P3,32,32
25709,P4,58,102
25710,P5,5,9
25711,P3,9,41
25712,P4,46,148
25713,P5,4,13
25714,P3,11,52
25715,P4,46,194
25716,P5,3,16
25717,P3,14,66
25718,P4,40,234
25719,P5,11,27
25720,P3,16,82
25721,P4,52,286
25722,P5,5,32
25723,P3,9,91
25724,P4,42,328
25725,P5,4,36
25726,P3,9,100
25727,P4,41,369
25728,P5,6,42
25729,P3,9,109
25730,P4,42,411
25731,P5,5,47
25732,P3,16,125
25733,P4,52,463
25734,P5,3,50
25735,P3,11,136
25736,P4,44,507
25737,P5,6,56
25738,P3,15,151
25739,P4,43,550
25740,P5,9,65
25741,P3,0,0
25742,P4,0,0
25743,P5,0,0
25744,P3,9,9
25745,P4,0,0
25746,P5,23,23
25747,P3,18,27
25748,P4,3,3
25749,P5,19,42
25750,P3,19,46
25751,P4,3,6
25752,P5,24,66
25753,P3,25,71
25754,P4,4,10
25755,P5,23,89
25756,P3,23,94
25757,P4,2,12
25758,P5,21,110
25759,P3,26,120
25760,P4,4,16
25761,P5,20,130
25762,P3,24,144
25763,P4,2,18
25764,P5,25,155
25765,P3,26,170
25766,P4,5,23
25767,P5,21,176
25768,P3,17,187
25769,P4,6,29
25770,P5,22,198
25771,P3,20,207
25772,P4,5,34
25773,P5,23,221
25774,P3,21,228
25775,P4,3,37
25776,P5,24,245
25777,P3,25,253
25778,P4,3,40
25779,P5,23,268
25780,P3,25,278
25781,P4,1,41
25782,P5,23,291
25783,P3,19,297
25784,P4,6,47
25785,P5,22,313
25786,P3,25,322
25787,P4,2,49
25788,P5,22,335
25789,P3,20,342
25790,P4,6,55
25791,P5,21,356
25792,P3,24,366
25793,P4,2,57
25794,P5,23,379
25795,P3,21,387
25796,P4,5,62
25797,P5,20,399
25798,P3,26,413
25799,P4,6,68
25800,P5,23,422
25801,P3,28,441
25802,P4,2,70
25803,P5,20,442
25804,P3,24,465
25805,P4,4,74
25806,P5,24,466
25807,P3,23,488
25808,P4,2,76
25809,P5,20,486
25810,P3,20,508
25811,P4,8,84
25812,P5,21,507
25813,P3,0,0
25814,P4,0,0
25815,P5,0,0
25816,P3,0,0
25817,P4,11,11
25818,P5,7,7
25819,P3,0,0
25820,P4,11,22
25821,P5,7,14
25822,P3,0,0
25823,P4,13,35
25824,P5,7,21
25825,P3,0,0
25826,P4,12,47
25827,P5,8,29
25828,P3,0,0
25829,P4,12,59
25830,P5,11,40
25831,P3,0,0
25832,P4,14,73
25833,P5,8,48
25834,P3,1,1
25835,P4,15,88
25836,P5,6,54
25837,P3,0,1
25838,P4,16,104
25839,P5,5,59
25840,P3,0,1
25841,P4,12,116
25842,P5,9,68
25843,P3,0,1
25844,P4,13,129
25845,P5,9,77
25846,P3,0,1
25847,P4,13,142
25848,P5,7,84
25849,P3,0,1
25850,P4,13,155
25851,P5,10,94
25852,P3,0,1
25853,P4,9,164
25854,P5,9,103
25855,P3,0,1
25856,P4,15,179
25857,P5,10,113
25858,P3,0,1
25859,P4,13,192
25860,P5,9,122
25861,P3,0,1
25862,P4,14,206
25863,P5,8,130
25864,P3,0,1
25865,P4,15,221
25866,P5,6,136
25867,P3,0,1
25868,P4,12,233
25869,P5,7,143
25870,P3,0,1
25871,P4,13,246
25872,P5,9,152
25873,P3,0,1
25874,P4,15,261
25875,P5,7,159
25876,P3,0,1
25877,P4,16,277
25878,P5,7,166
25879,P3,0,0
25880,P4,0,0
25881,P5,0,0
25882,P3,0,0
25883,P4,0,0
25884,P5,16,16
25885,P3,0,0
25886,P4,0,0
25887,P5,16,32
25888,P3,0,0
25889,P4,0,0
25890,P5,16,48
25891,P3,0,0
25892,P4,0,0
25893,P5,16,64
25894,P3,0,0
25895,P4,0,0
25896,P5,16,80
25897,P3,0,0
25898,P4,0,0
25899,P5,16,96
25900,P3,0,0
25901,P4,0,0
25902,P5,16,112
25903,P3,0,0
25904,P4,0,0
25905,P5,16,128
25906,P3,0,0
25907,P4,0,0
25908,P5,16,144
25909,P3,0,0
25910,P4,0,0
25911,P5,16,160
25912,P3,0,0
25913,P4,0,0
25914,P5,16,176
25915,P3,0,0
25916,P4,0,0
25917,P5,16,192
25918,P3,0,0
25919,P4,0,0
25920,P5,16,208
25921,P3,0,0
25922,P4,0,0
25923,P5,16,224
25924,P3,0,0
25925,P4,0,0
25926,P5,16,240
25927,P3,0,0
25928,P4,0,0
25929,P5,16,256
25930,P3,0,0
25931,P4,0,0
25932,P5,16,272
25933,P3,0,0
25934,P4,0,0
25935,P5,16,288
25936,P3,0,0
25937,P4,0,0
25938,P5,16,304
25939,P3,0,0
25940,P4,0,0
25941,P5,0,0
25942,P3,36,36
25943,P4,128,128
25944,P5,0,0
25945,P3,0,0
25946,P4,0,0
25947,P5,0,0
25948,P3,0,0
25949,P4,0,0
25950,P5,16,16
25951,P3,0,0
25952,P4,0,0
25953,P5,16,32
25954,P3,0,0
25955,P4,0,0
25956,P5,16,48
25957,P3,0,0
25958,P4,0,0
25959,P5,16,64
25960,P3,0,0
25961,P4,0,0
25962,P5,16,80
25963,P3,0,0
25964,P4,0,0
25965,P5,16,96
25966,P3,0,0
25967,P4,0,0
25968,P5,16,112
25969,P3,0,0
25970,P4,0,0
25971,P5,0,0
25972,P3,2,2
25973,P4,11,11
25974,P5,33,33
25975,P3,3,5
25976,P4,10,21
25977,P5,29,62
25978,P3,1,6
25979,P4,10,31
25980,P5,19,81
25981,P3,0,6
25982,P4,8,39
25983,P5,28,109
25984,P3,0,6
25985,P4,12,51
25986,P5,28,137
25987,P3,0,6
25988,P4,17,68
25989,P5,23,160
25990,P3,0,6
25991,P4,8,76
25992,P5,31,191
25993,P3,1,7
25994,P4,9,85
25995,P5,23,214
25996,P3,2,9
25997,P4,8,93
25998,P5,23,237
25999,P3,0,9
26000,P4,13,106
26001,P5,22,259
26002,P3,0,9
26003,P4,8,114
26004,P5,28,287
26005,P3,0,9
26006,P4,14,128
26007,P5,22,309
26008,P3,0,9
26009,P4,12,140
26010,P5,17,326
26011,P3,0,9
26012,P4,10,150
